Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Tyreek Hill WR - MIA,Tyreek Hill,WR,MIA,@LAC,Slay,,,,,,,11.0,215.0,2.0,,,,,,,64.5
Brandon Aiyuk WR - SF View News,Brandon Aiyuk,WR,SF,@PIT,St Quintin Heidschnucken,,,,,,,8.0,129.0,2.0,,,,,,,42.9
Stefon Diggs WR - BUF,Stefon Diggs,WR,BUF,@NYJ,GLADIATORS of NORSCHT,,,,,,,10.0,102.0,1.0,,,,,,,36.2
Justin Jefferson WR - MIN,Justin Jefferson,WR,MIN,TB,Alta Villa Cardinals,,,,,,,9.0,150.0,,,,,,,,35.0
Puka Nacua WR - LA,Puka Nacua,WR,LA,@SEA,St Quintin Heidschnucken,,,,,,,10.0,119.0,,,,,,,,31.9
Calvin Ridley WR - JAX,Calvin Ridley,WR,JAX,@IND,Wbn Beasts,,,,,,,8.0,101.0,1.0,,,,,,1.0,31.1
Chris Olave WR - NO,Chris Olave,WR,NO,TEN,Boppard Raiders,,,,,,,8.0,112.0,,,,,,,,29.2
Jakobi Meyers WR - LV,Jakobi Meyers,WR,LV,@DEN,Washington Fantasy Team,,,,,,,9.0,81.0,2.0,,,,,,,29.1
Tutu Atwell WR - LA,Tutu Atwell,WR,LA,@SEA,Magic Eulers,,,,,,,6.0,119.0,,,,,,,,27.9
Michael Pittman WR - IND,Michael Pittman,WR,IND,JAX,Boppard Raiders,,,,,,,8.0,97.0,1.0,,,,,,,24.7
Kendrick Bourne WR - NE,Kendrick Bourne,WR,NE,PHI,FlyRamsFly,,,,,,,6.0,64.0,2.0,,,,,,,24.4
Zay Flowers WR - BAL,Zay Flowers,WR,BAL,HOU,Wbn Beasts,,,,,9.0,,9.0,78.0,,,,,,,,19.6
Amon-Ra St. Brown WR - DET,Amon,,Ra,@KC,Washington Fantasy Team,,,,,,,6.0,71.0,1.0,,,,,,,19.1
Rashid Shaheed WR - NO,Rashid Shaheed,WR,NO,TEN,FA,,,,,11.0,,5.0,89.0,1.0,116.0,,,,1.0,1.0,18.9
Romeo Doubs WR - GB,Romeo Doubs,WR,GB,@CHI,W (Oct 4),,,,,,,4.0,26.0,2.0,,,,,,,18.6
Mike Evans WR - TB,Mike Evans,WR,TB,@MIN,GLADIATORS of NORSCHT,,,,,,,6.0,66.0,1.0,,,,,,,18.6
DeVonta Smith WR - PHI View News,DeVonta Smith,WR,PHI,@NE,Boppard Raiders,,,,,,,7.0,47.0,1.0,,,,,,,17.7
Zay Jones WR - JAX O View News,Zay Jones,WR,JAX,@IND,Koblenz 87ers,,,,,,,5.0,55.0,1.0,,,,,,,16.5
Jordan Addison WR - MIN,Jordan Addison,WR,MIN,TB,Slay,,,,,,,4.0,61.0,1.0,,,,,,,16.1
DeAndre Hopkins WR - TEN View News,DeAndre Hopkins,WR,TEN,@NO,St Quintin Heidschnucken,,,,,,,7.0,65.0,,,,,,,,15.5
Darnell Mooney WR - CHI,Darnell Mooney,WR,CHI,GB,FA,,,,,,,4.0,53.0,1.0,,,,,,,15.3
A.J. Brown WR - PHI,A.J. Brown,WR,PHI,@NE,Koblenz 87ers,,,,,,,7.0,79.0,,,,,,,,14.9
Keenan Allen WR - LAC,Keenan Allen,WR,LAC,MIA,FlyRamsFly,,,,,6.0,,6.0,76.0,,,,,,,,14.8
Garrett Wilson WR - NYJ,Garrett Wilson,WR,NYJ,BUF,Wbn Beasts,,,,,,,5.0,34.0,1.0,,,,,,,14.4
Nico Collins WR - HOU,Nico Collins,WR,HOU,@BAL,dirty birds,,,,,,,6.0,80.0,,,,,,,,14.0
Courtland Sutton WR - DEN,Courtland Sutton,WR,DEN,LV,St Quintin Heidschnucken,,,,,,,4.0,32.0,1.0,,,,,,,13.2
