Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Nico Collins WR - HOU,Nico Collins,WR,HOU,PIT,dirty birds,,,,,,,7.0,168.0,2.0,,,,,,,63.8
A.J. Brown WR - PHI,A.J. Brown,WR,PHI,WAS,Koblenz 87ers,,,,,,,9.0,175.0,2.0,,,,,,,63.5
Stefon Diggs WR - BUF,Stefon Diggs,WR,BUF,MIA,GLADIATORS of NORSCHT,,,,,,,6.0,120.0,3.0,,,,,,,61.0
Puka Nacua WR - LA,Puka Nacua,WR,LA,@IND,St Quintin Heidschnucken,,,,,,,9.0,163.0,1.0,,,,,,,44.3
DJ Moore WR - CHI,DJ Moore,WR,CHI,DEN,Bad Wildcats Hunschat,,,,,,,8.0,131.0,1.0,,,,,,,37.1
Brandon Aiyuk WR - SF,Brandon Aiyuk,WR,SF,ARI,St Quintin Heidschnucken,,,,,,,6.0,148.0,,,,,,,,30.8
Chris Godwin WR - TB,Chris Godwin,WR,TB,@NO,dirty birds,,,,,,,8.0,114.0,,,,,,,,30.4
Michael Wilson WR - ARI,Michael Wilson,WR,ARI,@SF,FA,,,,,,,7.0,76.0,2.0,,,,,,,26.6
Justin Jefferson WR - MIN,Justin Jefferson,WR,MIN,@CAR,Alta Villa Cardinals,,,,,,,6.0,85.0,2.0,,,,,,,26.5
Braxton Berrios WR - MIA,Braxton Berrios,WR,MIA,@BUF,FA,,,,,11.0,,6.0,43.0,1.0,91.0,,,,,,26.05
Terry McLaurin WR - WAS,Terry McLaurin,WR,WAS,@PHI,Washington Fantasy Team,,,,,,,8.0,86.0,,,,1.0,,,,25.6
Romeo Doubs WR - GB,Romeo Doubs,WR,GB,DET,dirty birds,,,,,,,9.0,95.0,,,,,,,,18.5
Curtis Samuel WR - WAS,Curtis Samuel,WR,WAS,@PHI,W (Oct 11),,,,,1.0,1.0,7.0,51.0,,,,,,,,18.3
Deven Thompkins WR - TB,Deven Thompkins,WR,TB,@NO,FA,,,,,11.0,,4.0,45.0,1.0,7.0,,,,,,17.05
Christian Kirk WR - JAX,Christian Kirk,WR,JAX,ATL,dirty birds,,,,,,,8.0,84.0,,12.0,,,,,,17.0
