Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Justin Herbert QB - LAC,Justin Herbert,QB,LAC,@MIN,Bad Wildcats Hunschat,40.0,405.0,3.0,,11.0,,,,,,,,,,1.0,120.7
Kirk Cousins QB - MIN,Kirk Cousins,QB,MIN,LAC,FlyRamsFly,32.0,367.0,3.0,1.0,10.0,,,,,,,,,,,107.7
Tua Tagovailoa QB - MIA,Tua Tagovailoa,QB,MIA,DEN,Alta Villa Cardinals,23.0,309.0,4.0,,,,,,,,,,,,,102.9
Andy Dalton QB - CAR,Andy Dalton,QB,CAR,@SEA,FA,34.0,361.0,2.0,,11.0,,,,,,,,,,,99.3
Lamar Jackson QB - BAL,Lamar Jackson,QB,BAL,IND,Washington Fantasy Team,22.0,202.0,,,101.0,2.0,,,,,,,,1.0,2.0,78.4
Brock Purdy QB - SF,Brock Purdy,QB,SF,NYG,St Quintin Heidschnucken,25.0,310.0,2.0,,-1.0,,,,,,,,,,1.0,77.8
C.J. Stroud QB - HOU,C.J. Stroud,QB,HOU,@JAX,GLADIATORS of NORSCHT,20.0,280.0,2.0,,14.0,,,,,,,,,,,77.8
Patrick Mahomes QB - KC,Patrick Mahomes,QB,KC,CHI,St Quintin Heidschnucken,24.0,272.0,3.0,,28.0,,,,,,,,,,,74.8
Deshaun Watson QB - CLE Q View News,Deshaun Watson,QB,CLE,TEN,Boppard Raiders,27.0,289.0,2.0,,16.0,,,,,,,,,,1.0,73.1
Jimmy Garoppolo QB - LV Q View News,Jimmy Garoppolo,QB,LV,PIT,FA,28.0,324.0,2.0,3.0,7.0,,,,,,,,1.0,,,68.8
Kenny Pickett QB - PIT,Kenny Pickett,QB,PIT,@LV,FA,16.0,235.0,2.0,,11.0,,,,,,,,,,,68.7
Jordan Love QB - GB,Jordan Love,QB,GB,NO,GLADIATORS of NORSCHT,22.0,259.0,1.0,1.0,39.0,1.0,,,,,,,1.0,,,67.7
Russell Wilson QB - DEN,Russell Wilson,QB,DEN,@MIA,Washington Fantasy Team,23.0,306.0,1.0,1.0,,,,,,,,,,,,64.6
Mac Jones QB - NE,Mac Jones,QB,NE,@NYJ,FA,15.0,201.0,1.0,,13.0,,,,,,,,,,,58.7
Jared Goff QB - DET,Jared Goff,QB,DET,ATL,Wbn Beasts,22.0,243.0,1.0,1.0,3.0,1.0,,,,,,,,,,57.9
Jalen Hurts QB - PHI,Jalen Hurts,QB,PHI,@TB,dirty birds,23.0,277.0,1.0,2.0,28.0,1.0,,,,,,,,,,57.3
