Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Rashan Gary LB - GB,Rashan Gary,LB,GB,NO,GLADIATORS of NORSCHT,3.0,,3.0,3.0,,,,,,,,,,,4.0,,45.0
Terrel Bernard LB - BUF,Terrel Bernard,LB,BUF,@WAS,FlyRamsFly,5.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,1.0,2.0,,43.0
Matt Judon LB - NE,Matt Judon,LB,NE,@NYJ,Alta Villa Cardinals,2.0,3.0,2.0,2.0,,,,,,,1.0,,,,3.0,,38.5
T.J. Watt LB - PIT,T.J. Watt,LB,PIT,@LV,Magic Eulers,2.0,,2.0,2.0,,,,,,,,,,,3.0,,34.0
Zaire Franklin LB - IND,Zaire Franklin,LB,IND,@BAL,Koblenz 87ers,11.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,33.0
Lavonte David LB - TB,Lavonte David,LB,TB,PHI,Wbn Beasts,9.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,31.0
Kyzir White LB - ARI,Kyzir White,LB,ARI,DAL,Alta Villa Cardinals,8.0,6.0,,1.0,1.0,,,,,,,,,1.0,,,27.0
T.J. Edwards LB - CHI,T.J. Edwards,LB,CHI,@KC,Boppard Raiders,6.0,11.0,,2.0,,,,,,,,,,,,,25.5
Foye Oluokun LB - JAX,Foye Oluokun,LB,JAX,HOU,Koblenz 87ers,8.0,6.0,,,,,,,,,,,,,,,21.0
Cody Barton LB - WAS,Cody Barton,LB,WAS,BUF,Wbn Beasts,7.0,6.0,,,,,,,,,,,,,,,20.0
Tuli Tuipulotu LB - LAC,Tuli Tuipulotu,LB,LAC,@MIN,FA,4.0,,1.0,1.0,,,,,,,,,,,4.0,,20.0
Samson Ebukam LB - IND,Samson Ebukam,LB,IND,@BAL,FA,4.0,1.0,1.0,2.0,,1.0,,,,,,,,,1.0,,19.5
Azeez Al-Shaair LB - TEN,Azeez,Al,Shaair,@CLE,Washington Fantasy Team,3.0,6.0,1.0,2.0,,,,,,,,,,,1.0,,18.0
Micah McFadden LB - NYG,Micah McFadden,LB,NYG,@SF,FA,9.0,1.0,,4.0,,,,,,,,,,,,,17.5
Danielle Hunter LB - MIN,Danielle Hunter,LB,MIN,LAC,St Quintin Heidschnucken,3.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,16.5
Micah Parsons LB - DAL,Micah Parsons,LB,DAL,@ARI,Magic Eulers,2.0,3.0,1.0,1.0,,,,,,,,,,,2.0,,15.5
Devin White LB - TB Q View News,Devin White,LB,TB,PHI,Alta Villa Cardinals,5.0,2.0,,,1.0,,,,,,,,,1.0,,26.0,15.2
Jack Campbell LB - DET,Jack Campbell,LB,DET,ATL,W (Oct 4),3.0,3.0,1.0,1.0,,,,,,,,,,,1.0,,14.5
Kenneth Murray LB - LAC View News,Kenneth Murray,LB,LAC,@MIN,FA,8.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,14.5
Jack Sanborn LB - CHI,Jack Sanborn,LB,CHI,@KC,FA,1.0,2.0,,,1.0,,,,,,,,,1.0,,42.0,14.4
Joey Bosa LB - LAC Q View News,Joey Bosa,LB,LAC,@MIN,GLADIATORS of NORSCHT,1.0,,1.0,1.0,,,,,,,,,,1.0,2.0,,14.0
Roquan Smith LB - BAL,Roquan Smith,LB,BAL,IND,Alta Villa Cardinals,4.0,8.0,0.5,,,,,,,,,,,1.0,1.0,,14.0
Byron Young LB - LA,Byron Young,LB,LA,@CIN,FA,4.0,1.0,0.5,,,,,,,,,,,,3.0,,13.5
Victor Dimukeje LB - ARI,Victor Dimukeje,LB,ARI,DAL,FA,3.0,,1.0,1.0,,,,,,,,,,,1.0,,13.0
Boye Mafe LB - SEA,Boye Mafe,LB,SEA,CAR,FA,1.0,,1.0,1.0,,,,,,,,,,,2.0,,13.0
Zaven Collins LB - ARI,Zaven Collins,LB,ARI,DAL,FA,2.0,,1.0,1.0,,,,,,,,,,,1.0,,12.0
Kayvon Thibodeaux LB - NYG,Kayvon Thibodeaux,LB,NYG,@SF,FA,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,12.0
Jordan Hicks LB - MIN,Jordan Hicks,LB,MIN,LAC,Wbn Beasts,5.0,1.0,,,,1.0,1.0,,,,,,,,,,11.5
Logan Wilson LB - CIN,Logan Wilson,LB,CIN,LA,dirty birds,3.0,1.0,,,2.0,,,,,,,,,2.0,,,11.5
Ja'Whaun Bentley LB - NE,Ja'Whaun Bentley,LB,NE,@NYJ,Boppard Raiders,3.0,2.0,,1.0,,,,,,,,,,1.0,2.0,,11.0
Nik Bonitto LB - DEN,Nik Bonitto,LB,DEN,@MIA,FA,4.0,2.0,,2.0,,,,,,,,,,,1.0,,11.0
Ernest Jones LB - LA,Ernest Jones,LB,LA,@CIN,Washington Fantasy Team,7.0,2.0,,1.0,,,,,,,,,,1.0,,,11.0
Drue Tranquill LB - KC,Drue Tranquill,LB,KC,CHI,FA,4.0,4.0,0.5,,,,,,,,,,,,1.0,,11.0
Alex Singleton LB - DEN,Alex Singleton,LB,DEN,@MIA,Koblenz 87ers,7.0,3.0,,1.0,,,,,,,,,,,,,10.5
Quincy Williams LB - NYJ,Quincy Williams,LB,NYJ,NE,GLADIATORS of NORSCHT,7.0,2.0,,1.0,,,,,,,,,,,,,10.0
Jadeveon Clowney LB - BAL,Jadeveon Clowney,LB,BAL,IND,FA,2.0,1.0,0.5,,,,,,,,,,,,2.0,,9.5
Jamin Davis LB - WAS,Jamin Davis,LB,WAS,BUF,dirty birds,6.0,5.0,,,,,,,,,,,,1.0,,,9.5
Kaden Elliss LB - ATL,Kaden Elliss,LB,ATL,@DET,Slay,5.0,5.0,,1.0,,,,,,,,,,,,,9.5
Bobby Okereke LB - NYG,Bobby Okereke,LB,NYG,@SF,Washington Fantasy Team,6.0,3.0,,,,,,,,,,,,,1.0,,9.5
Patrick Queen LB - BAL,Patrick Queen,LB,BAL,IND,dirty birds,7.0,5.0,,,,,,,,,,,,,,,9.5
Andrew Van Ginkel LB - MIA View News,Andrew Van Ginkel,LB,MIA,DEN,FA,2.0,1.0,,1.0,,,1.0,,,,,,,,1.0,,9.5
Nicholas Morrow LB - PHI,Nicholas Morrow,LB,PHI,@TB,FA,2.0,,,2.0,,,,,,,1.0,,,,,,9.0
Henry To'oTo'o LB - HOU,Henry To'oTo'o,LB,HOU,@JAX,FA,6.0,4.0,,,,,,,,,,,,1.0,,,9.0
Pete Werner LB - NO,Pete Werner,LB,NO,@GB,Alta Villa Cardinals,7.0,4.0,,,,,,,,,,,,,,,9.0
Krys Barnes LB - ARI Q,Krys Barnes,LB,ARI,DAL,FA,6.0,1.0,,,,,,,,,,,,2.0,,,8.5
Jordyn Brooks LB - SEA,Jordyn Brooks,LB,SEA,CAR,Washington Fantasy Team,5.0,3.0,,1.0,,,,,,,,,,,,,8.5
Oren Burks LB - SF,Oren Burks,LB,SF,NYG,FA,4.0,1.0,,2.0,,,,,,,,,,,,,8.5
Damone Clark LB - DAL,Damone Clark,LB,DAL,@ARI,FA,7.0,3.0,,,,,,,,,,,,,,,8.5
Jack Gibbens LB - TEN,Jack Gibbens,LB,TEN,@CLE,FA,5.0,3.0,,,,,,,,,,,,,1.0,,8.5
Kamu Grugier-Hill LB - CAR,Kamu,Grugier,Hill,@SEA,FA,7.0,3.0,,,,,,,,,,,,,,,8.5
C.J. Mosley LB - NYJ,C.J. Mosley,LB,NYJ,NE,FlyRamsFly,7.0,3.0,,,,,,,,,,,,,,,8.5
Cole Holcomb LB - PIT,Cole Holcomb,LB,PIT,@LV,Koblenz 87ers,5.0,,,1.0,,,,,,,,,,1.0,,,8.0
Kingsley Enagbare LB - GB,Kingsley Enagbare,LB,GB,NO,W (Oct 4),3.0,1.0,,1.0,,,,,,,,,,,1.0,,7.5
Deion Jones LB - CAR,Deion Jones,LB,CAR,@SEA,FA,3.0,1.0,,,1.0,,,,,,,,,1.0,,,7.5
Nick Niemann LB - LAC,Nick Niemann,LB,LAC,@MIN,FA,5.0,3.0,,,,,,,,,,,,1.0,,,7.5
Travon Walker LB - JAX,Travon Walker,LB,JAX,HOU,FA,3.0,1.0,,2.0,,,,,,,,,,,,,7.5
Josh Allen LB - JAX,Josh Allen,LB,JAX,HOU,GLADIATORS of NORSCHT,,2.0,,,,,,,,,,,,,3.0,,7.0
Jeremiah Owusu-Koramoah LB - CLE,Jeremiah,Owusu,Koramoah,TEN,FA,4.0,2.0,,1.0,,,,,,,,,,,,,7.0
Troy Andersen LB - ATL IR,Troy Andersen,LB,ATL,@DET,FA,4.0,5.0,,,,,,,,,,,,,,,6.5
Dre Greenlaw LB - SF Q,Dre Greenlaw,LB,SF,NYG,Wbn Beasts,4.0,1.0,,,,,,,,,,,,,1.0,,6.5
Robert Spillane LB - LV,Robert Spillane,LB,LV,PIT,Slay,6.0,1.0,,,,,,,,,,,,,,,6.5
Jerome Baker LB - MIA,Jerome Baker,LB,MIA,DEN,Bad Wildcats Hunschat,1.0,2.0,,,,,,,,,,,,,2.0,,6.0
Divine Deablo LB - LV,Divine Deablo,LB,LV,PIT,Bad Wildcats Hunschat,4.0,4.0,,,,,,,,,,,,,,,6.0
Tremaine Edmunds LB - CHI,Tremaine Edmunds,LB,CHI,@KC,FlyRamsFly,4.0,4.0,,,,,,,,,,,,,,,6.0
Dennis Gardeck LB - ARI,Dennis Gardeck,LB,ARI,DAL,FlyRamsFly,2.0,,,1.0,,,,,,,,,,,1.0,,6.0
Justin Houston LB - CAR,Justin Houston,LB,CAR,@SEA,FA,2.0,,,,,,,,,,,,,,2.0,,6.0
David Long LB - MIA,David Long,LB,MIA,DEN,FA,4.0,4.0,,,,,,,,,,,,,,,6.0
Frankie Luvu LB - CAR Q,Frankie Luvu,LB,CAR,@SEA,Bad Wildcats Hunschat,4.0,,,1.0,,,,,,,,,,,,,6.0
Leo Chenal LB - KC,Leo Chenal,LB,KC,CHI,FA,3.0,1.0,,,,,,,,,,,,,1.0,,5.5
Isaiah McDuffie LB - GB,Isaiah McDuffie,LB,GB,NO,W (Oct 4),5.0,1.0,,,,,,,,,,,,,,,5.5
Jonathon Cooper LB - DEN,Jonathon Cooper,LB,DEN,@MIA,FA,3.0,4.0,,,,,,,,,,,,,,,5.0
Bud Dupree LB - ATL,Bud Dupree,LB,ATL,@DET,FA,2.0,,,,,,,,,,,,,1.0,1.0,,5.0
Khalil Mack LB - LAC,Khalil Mack,LB,LAC,@MIN,GLADIATORS of NORSCHT,1.0,,,,,,,,,,,,,,2.0,,5.0
Ivan Pace Jr. LB - MIN,Ivan Pace Jr.,LB,MIN,LAC,FA,2.0,2.0,,,,,,,,,,,,,1.0,,5.0
Anthony Walker LB - CLE,Anthony Walker,LB,CLE,TEN,FA,3.0,2.0,,,,,,,,,,,,1.0,,,5.0
Alex Anzalone LB - DET,Alex Anzalone,LB,DET,ATL,Slay,3.0,3.0,,,,,,,,,,,,,,,4.5
Willie Gay Jr. LB - KC,Willie Gay Jr.,LB,KC,CHI,FA,1.0,1.0,,,,,1.0,,,,,,,,,,4.5
Devin Lloyd LB - JAX O,Devin Lloyd,LB,JAX,HOU,Koblenz 87ers,2.0,3.0,,,,,,,,,,,,1.0,,,4.5
Christian Rozeboom LB - LA,Christian Rozeboom,LB,LA,@CIN,FA,4.0,1.0,,,,,,,,,,,,,,,4.5
Demario Davis LB - NO,Demario Davis,LB,NO,@GB,St Quintin Heidschnucken,1.0,2.0,,,,,,,,,,,,,1.0,,4.0
Derick Hall LB - SEA Q,Derick Hall,LB,SEA,CAR,FA,1.0,,,,,,,,,,,,,1.0,1.0,,4.0
Alex Highsmith LB - PIT,Alex Highsmith,LB,PIT,@LV,St Quintin Heidschnucken,,,,,,,,,,,,,,,2.0,,4.0
Shaquille Leonard LB - IND,Shaquille Leonard,LB,IND,@BAL,FA,2.0,4.0,,,,,,,,,,,,,,,4.0
Uchenna Nwosu LB - SEA,Uchenna Nwosu,LB,SEA,CAR,Magic Eulers,2.0,,,,,,,,,,,,,,1.0,,4.0
Mark Robinson LB - PIT,Mark Robinson,LB,PIT,@LV,FA,4.0,,,,,,,,,,,,,,,,4.0
Cameron Thomas LB - ARI,Cameron Thomas,LB,ARI,DAL,FA,2.0,,,1.0,,,,,,,,,,,,,4.0
Joe Tryon-Shoyinka LB - TB,Joe,Tryon,Shoyinka,PHI,FA,2.0,,,1.0,,,,,,,,,,,,,4.0
