Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
T.J. Watt LB - PIT,T.J. Watt,LB,PIT,SF,Magic Eulers,5.0,,3.0,1.0,,2.0,1.0,,,,,,,1.0,5.0,,55.0
Josh Allen LB - JAX,Josh Allen,LB,JAX,@IND,GLADIATORS of NORSCHT,7.0,3.0,3.0,3.0,,,,,,,,,,,2.0,,46.5
Dennis Gardeck LB - ARI,Dennis Gardeck,LB,ARI,@WAS,FlyRamsFly,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,3.0,,36.5
Roquan Smith LB - BAL,Roquan Smith,LB,BAL,HOU,Alta Villa Cardinals,8.0,8.0,1.0,2.0,,,,,,,,,,,1.0,,34.0
Zaire Franklin LB - IND,Zaire Franklin,LB,IND,JAX,Koblenz 87ers,10.0,7.0,,,,1.0,,,,,,,,1.0,,,27.5
Bobby Wagner LB - SEA,Bobby Wagner,LB,SEA,LA,FlyRamsFly,8.0,10.0,,1.0,,,,,,,,,,,,,25.0
Germaine Pratt LB - CIN,Germaine Pratt,LB,CIN,@CLE,FA,7.0,4.0,1.0,2.0,,1.0,,,,,,,,,1.0,,24.0
Foye Oluokun LB - JAX,Foye Oluokun,LB,JAX,@IND,Koblenz 87ers,8.0,5.0,,,,,,,,,,,,1.0,1.0,,23.5
Quay Walker LB - GB,Quay Walker,LB,GB,@CHI,Slay,1.0,3.0,,1.0,1.0,,,1.0,,,,,,1.0,,37.0,21.9
T.J. Edwards LB - CHI,T.J. Edwards,LB,CHI,GB,Boppard Raiders,6.0,8.0,,,,,,,,,,,,,,,20.0
Danielle Hunter LB - MIN,Danielle Hunter,LB,MIN,TB,St Quintin Heidschnucken,4.0,3.0,1.0,2.0,,,,,,,,,,1.0,1.0,,18.5
Arden Key LB - TEN,Arden Key,LB,TEN,@NO,FA,1.0,3.0,1.5,1.0,,,,,,,,,,1.0,2.0,,18.5
Patrick Queen LB - BAL,Patrick Queen,LB,BAL,HOU,dirty birds,3.0,8.0,1.0,1.0,,,,,,,,,,1.0,1.0,,18.0
Anthony Nelson LB - TB,Anthony Nelson,LB,TB,@MIN,FA,2.0,1.0,1.0,1.0,,,,,,,,,,,3.0,,16.5
Matt Milano LB - BUF,Matt Milano,LB,BUF,@NYJ,Bad Wildcats Hunschat,3.0,5.0,,1.0,1.0,,,,,,,,,1.0,1.0,13.0,16.1
Victor Dimukeje LB - ARI,Victor Dimukeje,LB,ARI,@WAS,FA,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,15.5
Jaelan Phillips LB - MIA O View News,Jaelan Phillips,LB,MIA,@LAC,Magic Eulers,6.0,5.0,0.5,,,,,,,,,,,,2.0,,15.5
Lorenzo Carter LB - ATL,Lorenzo Carter,LB,ATL,CAR,FA,2.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,15.0
Matt Judon LB - NE,Matt Judon,LB,NE,PHI,Alta Villa Cardinals,3.0,,1.0,1.0,,,,,,,,,,,2.0,,15.0
Micah Parsons LB - DAL,Micah Parsons,LB,DAL,@NYG,Magic Eulers,2.0,1.0,1.0,1.0,,,,,,,,,,,2.0,,14.5
Travon Walker LB - JAX,Travon Walker,LB,JAX,@IND,FA,3.0,3.0,1.0,1.0,,,,,,,,,,,1.0,,14.5
David Ojabo LB - BAL O View News,David Ojabo,LB,BAL,HOU,FA,3.0,,1.0,,,1.0,,,,,,,,,1.0,,14.0
Troy Andersen LB - ATL IR,Troy Andersen,LB,ATL,CAR,FA,3.0,7.0,0.5,1.0,,,,,,,,,,,1.0,,13.5
Christian Harris LB - HOU,Christian Harris,LB,HOU,@BAL,FA,4.0,2.0,1.0,,,,,,,,,,,,1.0,,13.0
Ernest Jones LB - LA,Ernest Jones,LB,LA,@SEA,Washington Fantasy Team,4.0,5.0,,3.0,,,,,,,,,,,,,12.5
Lukas Van Ness LB - GB,Lukas Van Ness,LB,GB,@CHI,W (Oct 4),2.0,,1.0,1.0,,,,,,,,,,,1.0,,12.0
Demario Davis LB - NO,Demario Davis,LB,NO,TEN,St Quintin Heidschnucken,9.0,1.0,,1.0,,,,,,,,,,,,,11.5
Tremaine Edmunds LB - CHI,Tremaine Edmunds,LB,CHI,GB,FlyRamsFly,7.0,1.0,,2.0,,,,,,,,,,,,,11.5
Devin White LB - TB Q View News,Devin White,LB,TB,@MIN,Alta Villa Cardinals,7.0,5.0,,1.0,,,,,,,,,,,,,11.5
Lavonte David LB - TB,Lavonte David,LB,TB,@MIN,Wbn Beasts,6.0,2.0,,2.0,,,,,,,,,,,,,11.0
Frankie Luvu LB - CAR Q,Frankie Luvu,LB,CAR,@ATL,Bad Wildcats Hunschat,3.0,2.0,0.5,,,,,,,,,,,,2.0,,11.0
Elandon Roberts LB - PIT,Elandon Roberts,LB,PIT,SF,FA,6.0,2.0,,2.0,,,,,,,,,,,,,11.0
