Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Josh Allen QB - BUF,Josh Allen,QB,BUF,MIA,FlyRamsFly,21.0,320.0,4.0,,17.0,1.0,,,,,,,,,,111.4
Jalen Hurts QB - PHI,Jalen Hurts,QB,PHI,WAS,dirty birds,25.0,319.0,2.0,,34.0,,,,,,,,,,,100.7
C.J. Stroud QB - HOU,C.J. Stroud,QB,HOU,PIT,GLADIATORS of NORSCHT,16.0,306.0,2.0,,16.0,,,,,,,,,,,86.8
Justin Fields QB - CHI,Justin Fields,QB,CHI,DEN,Wbn Beasts,28.0,335.0,4.0,1.0,25.0,,,,,,,,,1.0,1.0,85.5
Joshua Dobbs QB - ARI,Joshua Dobbs,QB,ARI,@SF,Bad Wildcats Hunschat,28.0,265.0,2.0,,48.0,,,,,,,,,,1.0,76.1
Matthew Stafford QB - LA,Matthew Stafford,QB,LA,@IND,Magic Eulers,27.0,319.0,1.0,1.0,14.0,,,,,,,,,,,71.7
Sam Howell QB - WAS,Sam Howell,QB,WAS,@PHI,Boppard Raiders,29.0,290.0,1.0,,40.0,,,,,,,,,,1.0,69.0
Baker Mayfield QB - TB,Baker Mayfield,QB,TB,@NO,Slay,25.0,246.0,3.0,1.0,31.0,,,,,,,,,,,67.8
Russell Wilson QB - DEN,Russell Wilson,QB,DEN,@CHI,Washington Fantasy Team,21.0,223.0,3.0,,13.0,,,,,,,,,,,63.9
Zach Wilson QB - NYJ,Zach Wilson,QB,NYJ,KC,FA,28.0,245.0,2.0,,14.0,,,,,,,,1.0,1.0,1.0,61.3
Brock Purdy QB - SF,Brock Purdy,QB,SF,ARI,St Quintin Heidschnucken,20.0,283.0,1.0,,,1.0,,,,,,,,,,60.3
Dak Prescott QB - DAL,Dak Prescott,QB,DAL,NE,Koblenz 87ers,28.0,261.0,1.0,,-1.0,,,,,,,,,,,59.9
Trevor Lawrence QB - JAX,Trevor Lawrence,QB,JAX,ATL,Boppard Raiders,23.0,207.0,1.0,,42.0,,,,,,,,,,,58.1
Tua Tagovailoa QB - MIA,Tua Tagovailoa,QB,MIA,@BUF,Alta Villa Cardinals,25.0,282.0,1.0,1.0,7.0,,,,,,,,,,1.0,57.6
Anthony Richardson QB - IND,Anthony Richardson,QB,IND,LA,Slay,11.0,200.0,2.0,,56.0,1.0,,,,,,,2.0,1.0,2.0,57.2
Lamar Jackson QB - BAL,Lamar Jackson,QB,BAL,@CLE,Washington Fantasy Team,15.0,186.0,2.0,,27.0,2.0,,,,,,,,1.0,2.0,54.0
Jordan Love QB - GB,Jordan Love,QB,GB,DET,GLADIATORS of NORSCHT,23.0,246.0,1.0,2.0,-2.0,1.0,,,,,,,1.0,,1.0,47.2
Justin Herbert QB - LAC Q,Justin Herbert,QB,LAC,LV,Bad Wildcats Hunschat,13.0,167.0,1.0,1.0,27.0,2.0,,,,,,,,,,47.1
Jared Goff QB - DET,Jared Goff,QB,DET,@GB,Wbn Beasts,19.0,210.0,1.0,1.0,10.0,,,,,,,,,,,43.0
Patrick Mahomes QB - KC,Patrick Mahomes,QB,KC,@NYJ,St Quintin Heidschnucken,18.0,203.0,1.0,2.0,51.0,,,,,,,,,,1.0,42.5
Ryan Tannehill QB - TEN,Ryan Tannehill,QB,TEN,CIN,FA,18.0,240.0,1.0,1.0,11.0,,,,,,,,,,2.0,41.2
Bryce Young QB - CAR,Bryce Young,QB,CAR,MIN,FA,25.0,204.0,,,10.0,,,,,,,,,1.0,1.0,38.4
Daniel Jones QB - NYG,Daniel Jones,QB,NYG,SEA,dirty birds,27.0,203.0,,2.0,66.0,,,,,,,,,1.0,2.0,36.5
Geno Smith QB - SEA Q,Geno Smith,QB,SEA,@NYG,Koblenz 87ers,13.0,110.0,1.0,,,,1.0,-2.0,,,,,,,,30.8
Joe Burrow QB - CIN,Joe Burrow,QB,CIN,@TEN,Magic Eulers,20.0,165.0,,,1.0,,,,,,,,,1.0,1.0,27.7
Derek Carr QB - NO Q,Derek Carr,QB,NO,TB,FA,23.0,127.0,,,1.0,,,,,,,,,1.0,1.0,26.9
Kirk Cousins QB - MIN,Kirk Cousins,QB,MIN,@CAR,FlyRamsFly,12.0,139.0,2.0,2.0,,,,,,,,,,,1.0,25.9
