Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Tua Tagovailoa QB - MIA,Tua Tagovailoa,QB,MIA,@LAC,Alta Villa Cardinals,28.0,466.0,3.0,1.0,5.0,,,,,,,,,1.0,2.0,98.6
Mac Jones QB - NE,Mac Jones,QB,NE,PHI,FA,35.0,316.0,3.0,1.0,15.0,,,,,,,,,,,91.6
Matthew Stafford QB - LA,Matthew Stafford,QB,LA,@SEA,Magic Eulers,24.0,334.0,,,11.0,,,,,,,,,,,69.6
Kirk Cousins QB - MIN,Kirk Cousins,QB,MIN,TB,FlyRamsFly,33.0,344.0,2.0,1.0,7.0,,,,,,,,,2.0,2.0,66.8
Derek Carr QB - NO Q View News,Derek Carr,QB,NO,TEN,FA,23.0,305.0,1.0,1.0,4.0,,,,,,,,,,,64.3
Justin Herbert QB - LAC,Justin Herbert,QB,LAC,MIA,Bad Wildcats Hunschat,23.0,229.0,1.0,,17.0,1.0,,,,,,,,,,61.3
Anthony Richardson QB - IND View News,Anthony Richardson,QB,IND,JAX,Slay,24.0,223.0,1.0,1.0,40.0,1.0,,,,,,,,,,60.3
Jordan Love QB - GB,Jordan Love,QB,GB,@CHI,GLADIATORS of NORSCHT,15.0,245.0,3.0,,12.0,,,,,,,,,,1.0,59.9
Patrick Mahomes QB - KC,Patrick Mahomes,QB,KC,DET,St Quintin Heidschnucken,21.0,226.0,2.0,1.0,45.0,,,,,,,,,,,58.6
Russell Wilson QB - DEN,Russell Wilson,QB,DEN,LV,Washington Fantasy Team,27.0,177.0,2.0,,1.0,,,,,,,,,,,56.9
Jared Goff QB - DET,Jared Goff,QB,DET,@KC,Wbn Beasts,22.0,253.0,1.0,,-1.0,,,,,,,,,,,56.1
Trevor Lawrence QB - JAX,Trevor Lawrence,QB,JAX,@IND,Boppard Raiders,24.0,241.0,2.0,1.0,21.0,,,,,,,,,,1.0,55.3
Baker Mayfield QB - TB,Baker Mayfield,QB,TB,@MIN,Slay,21.0,173.0,2.0,,11.0,,,,,,,,,,,52.5
Deshaun Watson QB - CLE Q View News,Deshaun Watson,QB,CLE,CIN,Boppard Raiders,16.0,154.0,1.0,1.0,45.0,1.0,,,,,,,1.0,,1.0,49.4
Kenny Pickett QB - PIT,Kenny Pickett,QB,PIT,SF,FA,31.0,232.0,1.0,2.0,4.0,,,,,,,,,,,49.0
Justin Fields QB - CHI,Justin Fields,QB,CHI,GB,Wbn Beasts,24.0,216.0,1.0,1.0,59.0,,,,,,,,,1.0,1.0,48.4
Jimmy Garoppolo QB - LV Q View News,Jimmy Garoppolo,QB,LV,@DEN,FA,20.0,200.0,2.0,1.0,11.0,,,,,,,,,,1.0,48.2
