Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Christian McCaffrey RB - SF,Christian McCaffrey,RB,SF,ARI,St Quintin Heidschnucken,,,,,106.0,3.0,7.0,71.0,1.0,,,,,,,69.3
David Montgomery RB - DET,David Montgomery,RB,DET,@GB,Washington Fantasy Team,,,,,121.0,3.0,2.0,20.0,,,,,,,,56.2
Isiah Pacheco RB - KC,Isiah Pacheco,RB,KC,@NYJ,Koblenz 87ers,,,,,115.0,1.0,3.0,43.0,,,,,,,,51.3
Derrick Henry RB - TEN,Derrick Henry,RB,TEN,CIN,dirty birds,1.0,2.0,1.0,,122.0,1.0,1.0,11.0,,,,,,,,49.7
De'Von Achane RB - MIA,De'Von Achane,RB,MIA,@BUF,Boppard Raiders,,,,,101.0,2.0,3.0,19.0,,,,,,,,47.1
Kyren Williams RB - LA,Kyren Williams,RB,LA,@IND,Washington Fantasy Team,,,,,103.0,2.0,3.0,24.0,,,,,,,1.0,45.0
Khalil Herbert RB - CHI Q,Khalil Herbert,RB,CHI,DEN,Wbn Beasts,,,,,103.0,,4.0,19.0,1.0,,,,,,,42.5
Bijan Robinson RB - ATL,Bijan Robinson,RB,ATL,@JAX,Wbn Beasts,,,,,105.0,,5.0,32.0,,,,,,,,39.2
Josh Jacobs RB - LV,Josh Jacobs,RB,LV,@LAC,Bad Wildcats Hunschat,,,,,58.0,1.0,8.0,81.0,,,,,,,,33.7
Jaleel McLaughlin RB - DEN,Jaleel McLaughlin,RB,DEN,@CHI,Boppard Raiders,,,,,72.0,,3.0,32.0,1.0,,,,,,,26.6
Alvin Kamara RB - NO,Alvin Kamara,RB,NO,TB,GLADIATORS of NORSCHT,,,,,51.0,,13.0,33.0,,,,,,,,26.5
D'Andre Swift RB - PHI,D'Andre Swift,RB,PHI,WAS,FlyRamsFly,,,,,56.0,1.0,4.0,23.0,,,,,,,,23.5
Kenneth Walker III RB - SEA,Kenneth Walker III,RB,SEA,@NYG,St Quintin Heidschnucken,,,,,79.0,1.0,,,,,,,,,,21.8
Alexander Mattison RB - MIN,Alexander Mattison,RB,MIN,@CAR,Boppard Raiders,,,,,95.0,,1.0,3.0,,,,,,,,20.3
Dameon Pierce RB - HOU,Dameon Pierce,RB,HOU,PIT,Boppard Raiders,,,,,81.0,,1.0,27.0,,,,,,,,19.9
Najee Harris RB - PIT,Najee Harris,RB,PIT,@HOU,Alta Villa Cardinals,,,,,71.0,,1.0,32.0,,,,,,,,18.4
James Cook RB - BUF,James Cook,RB,BUF,MIA,Magic Eulers,,,,,29.0,1.0,1.0,48.0,,,,,,,,17.6
Zack Moss RB - IND View News,Zack Moss,RB,IND,LA,Alta Villa Cardinals,,,,,70.0,,,,,,,,1.0,,,17.0
Tyjae Spears RB - TEN,Tyjae Spears,RB,TEN,CIN,Slay,,,,,40.0,,3.0,18.0,,16.0,,,,,,16.6
Devin Singletary RB - HOU,Devin Singletary,RB,HOU,PIT,GLADIATORS of NORSCHT,1.0,6.0,1.0,,25.0,,1.0,11.0,,35.0,,,,,,16.45
Rachaad White RB - TB,Rachaad White,RB,TB,@NO,Magic Eulers,,,,,56.0,,3.0,22.0,,,,,,,,16.4
Matt Breida RB - NYG,Matt Breida,RB,NYG,SEA,Alta Villa Cardinals,,,,,30.0,,5.0,48.0,,,,,,,,15.8
Travis Etienne RB - JAX,Travis Etienne,RB,JAX,ATL,dirty birds,,,,,55.0,,3.0,17.0,,,,,,,,15.7
Breece Hall RB - NYJ,Breece Hall,RB,NYJ,KC,Wbn Beasts,,,,,56.0,,3.0,13.0,,,,,,,,15.5
Joe Mixon RB - CIN,Joe Mixon,RB,CIN,@TEN,Washington Fantasy Team,,,,,67.0,,1.0,9.0,,,,,,,,15.3
Tony Pollard RB - DAL,Tony Pollard,RB,DAL,NE,Koblenz 87ers,,,,,47.0,,3.0,13.0,,,,,,,,13.7
Jahmyr Gibbs RB - DET D View News,Jahmyr Gibbs,RB,DET,@GB,Alta Villa Cardinals,,,,,40.0,,4.0,11.0,,,,,,,,13.1
Joshua Kelley RB - LAC,Joshua Kelley,RB,LAC,LV,FlyRamsFly,,,,,65.0,,,,,,,,,,,13.0
Ronnie Rivers RB - LA,Ronnie Rivers,RB,LA,@IND,FA,,,,,47.0,,2.0,10.0,,,,,,,,12.4
Jerome Ford RB - CLE,Jerome Ford,RB,CLE,BAL,Washington Fantasy Team,,,,,26.0,,5.0,19.0,,,,,,,,12.1
James Conner RB - ARI,James Conner,RB,ARI,@SF,Bad Wildcats Hunschat,,,,,52.0,,1.0,4.0,,,,,,,,11.8
Gus Edwards RB - BAL,Gus Edwards,RB,BAL,@CLE,Magic Eulers,,,,,48.0,,2.0,1.0,,,,,,,,11.7
Chuba Hubbard RB - CAR,Chuba Hubbard,RB,CAR,MIN,Slay,,,,,41.0,,2.0,12.0,,,,,,,,11.4
Jaylen Warren RB - PIT,Jaylen Warren,RB,PIT,@HOU,St Quintin Heidschnucken,,,,,29.0,,6.0,26.0,,,,,,,1.0,11.4
Cam Akers RB - MIN,Cam Akers,RB,MIN,@CAR,FA,,,,,40.0,,2.0,11.0,,,,,,,,11.1
Latavius Murray RB - BUF,Latavius Murray,RB,BUF,MIA,FA,,,,,32.0,,2.0,24.0,,,,,,,,10.8
Pierre Strong RB - CLE,Pierre Strong,RB,CLE,BAL,FA,,,,,49.0,,,,,,,,,,,10.8
Antonio Gibson RB - WAS,Antonio Gibson,RB,WAS,@PHI,W (Oct 11),,,,,19.0,,1.0,7.0,,29.0,,,,,,9.95
Rhamondre Stevenson RB - NE Q View News,Rhamondre Stevenson,RB,NE,@DAL,FlyRamsFly,,,,,30.0,,2.0,10.0,,,,,,,,9.0
