Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
De'Von Achane RB - MIA,De'Von Achane,RB,MIA,DEN,Boppard Raiders,,,,,203.0,2.0,4.0,30.0,2.0,,,,,,,106.6
Raheem Mostert RB - MIA,Raheem Mostert,RB,MIA,DEN,Koblenz 87ers,,,,,82.0,3.0,7.0,60.0,1.0,,,,,,,53.4
Zack Moss RB - IND,Zack Moss,RB,IND,@BAL,Alta Villa Cardinals,,,,,122.0,,2.0,23.0,1.0,,,,,,,44.7
Kenneth Walker III RB - SEA,Kenneth Walker III,RB,SEA,CAR,St Quintin Heidschnucken,,,,,97.0,2.0,3.0,59.0,,,,,,,,40.3
D'Andre Swift RB - PHI,D'Andre Swift,RB,PHI,@TB,FlyRamsFly,,,,,130.0,,1.0,8.0,,,,,,,,37.8
Tony Pollard RB - DAL,Tony Pollard,RB,DAL,@ARI,Koblenz 87ers,,,,,122.0,,3.0,-1.0,,,,,,,,37.3
Christian McCaffrey RB - SF,Christian McCaffrey,RB,SF,NYG,St Quintin Heidschnucken,,,,,85.0,1.0,5.0,34.0,,,,,,,,31.4
James Conner RB - ARI,James Conner,RB,ARI,DAL,Bad Wildcats Hunschat,,,,,98.0,1.0,2.0,18.0,,,,,,,,29.4
Alexander Mattison RB - MIN,Alexander Mattison,RB,MIN,LAC,Boppard Raiders,,,,,93.0,,5.0,32.0,,,,,,,,26.8
Travis Etienne RB - JAX,Travis Etienne,RB,JAX,HOU,dirty birds,,,,,88.0,,4.0,50.0,,,,,,,,26.6
James Cook RB - BUF,James Cook,RB,BUF,@WAS,Magic Eulers,,,,,98.0,,2.0,14.0,,,,,,,,23.0
Isiah Pacheco RB - KC,Isiah Pacheco,RB,KC,CHI,Koblenz 87ers,,,,,62.0,1.0,2.0,16.0,,,,,,,,22.0
