Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Devon Witherspoon DB - SEA,Devon Witherspoon,DB,SEA,@NYG,Boppard Raiders,6.0,1.0,2.0,2.0,1.0,,,1.0,,,,,,1.0,3.0,97.0,67.9
Harrison Smith DB - MIN,Harrison Smith,DB,MIN,@CAR,Alta Villa Cardinals,8.0,6.0,3.0,2.0,,1.0,,,,,,,,,3.0,,62.0
DaRon Bland DB - DAL,DaRon Bland,DB,DAL,NE,St Quintin Heidschnucken,3.0,1.0,,,2.0,,,1.0,,,,,,3.0,,64.0,41.3
Darious Williams DB - JAX,Darious Williams,DB,JAX,ATL,FA,4.0,1.0,,,1.0,,,1.0,,,,,,3.0,,61.0,38.7
Sam Franklin Jr. DB - CAR,Sam Franklin Jr.,DB,CAR,MIN,FA,2.0,2.0,,,1.0,,,1.0,,,,,,1.0,,99.0,32.8
Jerry Jacobs DB - DET,Jerry Jacobs,DB,DET,@GB,Koblenz 87ers,5.0,,,,2.0,,,,,,,,,4.0,,34.0,31.8
Kamren Curl DB - WAS,Kamren Curl,DB,WAS,@PHI,Koblenz 87ers,9.0,3.0,1.0,1.0,,,,,,,,,,,1.0,,30.5
Kyle Dugger DB - NE,Kyle Dugger,DB,NE,@DAL,Magic Eulers,12.0,3.0,,1.0,,,,,,,,,,,1.0,,27.5
Antoine Winfield Jr. DB - TB,Antoine Winfield Jr.,DB,TB,@NO,Koblenz 87ers,6.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,1.0,1.0,,26.5
Camryn Bynum DB - MIN,Camryn Bynum,DB,MIN,@CAR,Washington Fantasy Team,9.0,3.0,,,,1.0,,,,,,,,,,,23.5
Richie Grant DB - ATL,Richie Grant,DB,ATL,@JAX,dirty birds,9.0,2.0,,,,,,,,,,,,,1.0,,22.0
Nick Scott DB - CIN,Nick Scott,DB,CIN,@TEN,FA,9.0,2.0,,1.0,,,,,,,,,,,,,22.0
