Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Christian McCaffrey RB - SF,Christian McCaffrey,RB,SF,@PIT,St Quintin Heidschnucken,,,,,152.0,1.0,3.0,17.0,,,,,,,1.0,66.1
Austin Ekeler RB - LAC D View News,Austin Ekeler,RB,LAC,MIA,Magic Eulers,,,,,117.0,1.0,4.0,47.0,,,,,,,,48.1
Nick Chubb RB - CLE IR,Nick Chubb,RB,CLE,CIN,FA,,,,,106.0,,4.0,21.0,,,,,,,,37.3
Breece Hall RB - NYJ,Breece Hall,RB,NYJ,BUF,Wbn Beasts,,,,,127.0,,1.0,20.0,,,,,,,1.0,35.4
Tyler Allgeier RB - ATL,Tyler Allgeier,RB,ATL,CAR,FlyRamsFly,,,,,75.0,2.0,3.0,19.0,,,,,,,,31.9
Aaron Jones RB - GB,Aaron Jones,RB,GB,@CHI,GLADIATORS of NORSCHT,,,,,41.0,1.0,2.0,86.0,1.0,,,,,,,30.8
Travis Etienne RB - JAX,Travis Etienne,RB,JAX,@IND,dirty birds,,,,,77.0,1.0,5.0,27.0,,,,,,,,29.1
Tony Pollard RB - DAL,Tony Pollard,RB,DAL,@NYG,Koblenz 87ers,,,,,70.0,2.0,2.0,12.0,,,,,,,1.0,26.2
Bijan Robinson RB - ATL,Bijan Robinson,RB,ATL,CAR,Wbn Beasts,,,,,56.0,,6.0,27.0,1.0,,,,,,,25.9
Joshua Kelley RB - LAC View News,Joshua Kelley,RB,LAC,MIA,Magic Eulers,,,,,91.0,1.0,,,,,,,,,,24.2
Kyren Williams RB - LA,Kyren Williams,RB,LA,@SEA,Washington Fantasy Team,,,,,52.0,2.0,,2.0,,15.0,,,,,,23.35
David Montgomery RB - DET,David Montgomery,RB,DET,@KC,Washington Fantasy Team,,,,,74.0,1.0,,,,,,,,,,20.8
Derrick Henry RB - TEN,Derrick Henry,RB,TEN,@NO,dirty birds,,,,,63.0,,2.0,56.0,,,,,,,,20.2
Roschon Johnson RB - CHI,Roschon Johnson,RB,CHI,GB,Alta Villa Cardinals,,,,,20.0,1.0,6.0,35.0,,,,,,,,19.5
Brian Robinson RB - WAS,Brian Robinson,RB,WAS,ARI,Bad Wildcats Hunschat,,,,,59.0,,1.0,7.0,1.0,,,,,,,19.5
James Conner RB - ARI,James Conner,RB,ARI,@WAS,Bad Wildcats Hunschat,,,,,62.0,,5.0,8.0,,,,,,,,18.2
Rhamondre Stevenson RB - NE,Rhamondre Stevenson,RB,NE,PHI,FlyRamsFly,,,,,25.0,,6.0,64.0,,,,,,,,17.4
Kenneth Walker III RB - SEA,Kenneth Walker III,RB,SEA,LA,St Quintin Heidschnucken,,,,,64.0,,4.0,3.0,,,,,,,,17.1
Kenneth Gainwell RB - PHI,Kenneth Gainwell,RB,PHI,@NE,Slay,,,,,54.0,,4.0,20.0,,,,,,,,16.8
Alexander Mattison RB - MIN,Alexander Mattison,RB,MIN,TB,Boppard Raiders,,,,,34.0,,3.0,10.0,1.0,,,,,,,16.8
Raheem Mostert RB - MIA,Raheem Mostert,RB,MIA,@LAC,Koblenz 87ers,,,,,37.0,1.0,2.0,13.0,,,,,,,,16.7
Joe Mixon RB - CIN,Joe Mixon,RB,CIN,@CLE,Washington Fantasy Team,,,,,56.0,,3.0,17.0,,,,,,,,15.9
Samaje Perine RB - DEN,Samaje Perine,RB,DEN,LV,FA,,,,,41.0,,4.0,37.0,,,,,,,,15.9
Khalil Herbert RB - CHI,Khalil Herbert,RB,CHI,GB,Wbn Beasts,,,,,27.0,,3.0,37.0,,,,,1.0,,,15.1
James Cook RB - BUF,James Cook,RB,BUF,@NYJ,Magic Eulers,,,,,46.0,,4.0,17.0,,,,,,,,14.9
Javonte Williams RB - DEN,Javonte Williams,RB,DEN,LV,St Quintin Heidschnucken,,,,,52.0,,4.0,5.0,,,,,,,,14.9
Saquon Barkley RB - NYG Q View News,Saquon Barkley,RB,NYG,DAL,Washington Fantasy Team,,,,,51.0,,3.0,12.0,,,,,,,,14.4
J.K. Dobbins RB - BAL IR,J.K. Dobbins,RB,BAL,HOU,FA,,,,,22.0,1.0,2.0,15.0,,,,,,,,13.9
Josh Jacobs RB - LV,Josh Jacobs,RB,LV,@DEN,Bad Wildcats Hunschat,,,,,48.0,,2.0,23.0,,,,,,,,13.9
Justice Hill RB - BAL Q View News,Justice Hill,RB,BAL,HOU,FA,,,,,9.0,2.0,,,,,,,,,,13.8
Dalvin Cook RB - NYJ,Dalvin Cook,RB,NYJ,BUF,GLADIATORS of NORSCHT,,,,,33.0,,3.0,26.0,,,,,,,,12.2
Jahmyr Gibbs RB - DET View News,Jahmyr Gibbs,RB,DET,@KC,Alta Villa Cardinals,,,,,42.0,,2.0,18.0,,,,,,,,12.2
Miles Sanders RB - CAR Q View News,Miles Sanders,RB,CAR,@ATL,Slay,,,,,72.0,,4.0,26.0,,,,,,1.0,1.0,12.0
Cam Akers RB - MIN,Cam Akers,RB,MIN,TB,FA,,,,,29.0,1.0,,,,,,,,,,11.8
