Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Davante Adams WR - LV,Davante Adams,WR,LV,@TEN,GLADIATORS of NORSCHT,,,,,-4.0,,5.0,36.0,1.0,,,,,,,0.0
Jordan Addison WR - MIN,Jordan Addison,WR,MIN,Bye,Slay,,,,,,,,,,,,,,,,0.0
Nelson Agholor WR - BAL View News,Nelson Agholor,WR,BAL,@NE,FA,,,,,,,2.0,41.0,,,,,,1.0,1.0,0.0
Jamal Agnew WR - JAX Q,Jamal Agnew,WR,JAX,@LAC,FA,,,,,,,1.0,17.0,,18.0,,,,,,0.0
Brandon Aiyuk WR - SF View News,Brandon Aiyuk,WR,SF,@DEN,St Quintin Heidschnucken,,,,,,,3.0,39.0,1.0,,,,,,,0.0
Maurice Alexander WR - DET,Maurice Alexander,WR,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,0.0
Josh Ali WR - ATL O View News,Josh Ali,WR,ATL,Bye,FA,,,,,,,,,,,,,,,,0.0
Devon Allen WR - PHI,Devon Allen,WR,PHI,@WAS,FA,,,,,,,,,,,,,,,,0.0
Kazmeir Allen WR - WAS,Kazmeir Allen,WR,WAS,Bye,FA,,,,,,,,,,,,,,,,0.0
Keenan Allen WR - LAC,Keenan Allen,WR,LAC,JAX,FlyRamsFly,,,,,,,,,,,,,,,,0.0
Daniel Arias WR - KC,Daniel Arias,WR,KC,Bye,FA,,,,,,,,,,,,,,,,0.0
Marcell Ateman WR - BUF,Marcell Ateman,WR,BUF,Bye,FA,,,,,,,,,,,,,,,,0.0
Tutu Atwell WR - LA,Tutu Atwell,WR,LA,@ARI,Magic Eulers,,,,,,,,,,,,,,,,0.0
Calvin Austin III WR - PIT,Calvin Austin III,WR,PIT,@CLE,FA,,,,,,,,,,,,,,,,0.0
Kevin Austin Jr. WR,Kevin Austin Jr.,WR,,Bye,FA,,,,,,,,,,,,,,,,0.0
Andre Baccellia WR - ARI,Andre Baccellia,WR,ARI,LA,FA,,,,,,,2.0,13.0,,,,,,,,0.0
Alex Bachman WR Q,Alex Bachman WR,Q,,@CHI,FA,,,,,,,,,,,,,,,,0.0
