Player,Name,Position,Team,Opp,Manager,Tackles_Tot,Tackles_Ast,Tackles_Sck,Tackles_TFL,Turnover_Int,Turnover_Frc Fum,Turnover_Fum Rec,Score_Int TD,Score_FumTD,Score_Blk TD,Score_Saf,Score_Def 2pt Ret,Other_Blk,Other_PDef,Other_QB Hit,Return_Int Yds,Fantasy_Points
Micah Abernathy DB - ATL,Micah Abernathy,DB,ATL,Bye,FA,,,,,,,,,,,,,,,,,0.0
Johnathan Abram DB - NO,Johnathan Abram,DB,NO,TB,FA,5.0,2.0,,,,,,,,,,,,1.0,,,0.0
Jamal Adams DB - SEA,Jamal Adams,DB,SEA,@SF,St Quintin Heidschnucken,,,,,,,,,,,,,,,,,0.0
Tony Adams DB - NYJ O View News,Tony Adams,DB,NYJ,Bye,FA,,,,,,,,,,,,,,,,,0.0
Paulson Adebo DB - NO O View News,Paulson Adebo,DB,NO,TB,FA,,,,,,,,,,,,,,,,,0.0
Jaire Alexander DB - GB IA,Jaire Alexander,DB,GB,CHI,GLADIATORS of NORSCHT,2.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,0.0
Dee Alford DB - ATL,Dee Alford,DB,ATL,@LA,Wbn Beasts,2.0,,,1.0,,,,,,,1.0,,,,,,0.0
Ugo Amadi DB - NO,Ugo Amadi,DB,NO,TB,FA,,,,,,,,,,,,,,,,,0.0
Adrian Amos DB - NYJ,Adrian Amos,DB,NYJ,CHI,FA,,,,,,,,,,,,,,,,,0.0
Tycen Anderson DB - CIN,Tycen Anderson,DB,CIN,@DAL,FA,,,,,,,,,,,,,,,,,0.0
Zayne Anderson DB - GB IA,Zayne Anderson,DB,GB,TEN,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Troy Apke DB - WAS IR,Troy Apke,DB,WAS,@DET,FA,,,,,,,,,,,,,,,,,0.0
Jalyn Armour-Davis DB - BAL,Jalyn,Armour,Davis,MIA,FA,2.0,1.0,,1.0,,,,,,,,,,1.0,,,0.0
Cornell Armstrong DB Q,Cornell Armstrong DB,Q,,@LA,FA,,,,,,,,,,,,,,,,,0.0
Grayland Arnold DB - HOU,Grayland Arnold,DB,HOU,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tre Avery DB - TEN,Tre Avery,DB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chidobe Awuzie DB - CIN,Chidobe Awuzie,DB,CIN,@DAL,FA,5.0,,,,,,,,,,,,,,,,0.0
Budda Baker DB - ARI IR,Budda Baker,DB,ARI,@LV,FA,5.0,1.0,,,,,,,,,,,,,1.0,,0.0
Darrell Baker Jr. DB - IND,Darrell Baker Jr.,DB,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Corey Ballentine DB - GB,Corey Ballentine,DB,GB,CHI,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Deonte Banks DB - NYG,Deonte Banks,DB,NYG,Bye,FA,,,,,,,,,,,,,,,,,0.0
Kalon Barnes DB,Kalon Barnes,DB,,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Essang Bassey DB - DEN,Essang Bassey,DB,DEN,HOU,FA,,,,,,,,,,,,,,,,,0.0
Jessie Bates DB - ATL,Jessie Bates,DB,ATL,@LA,Alta Villa Cardinals,3.0,,,,,,,,,,,,,,,,0.0
Jordan Battle DB - CIN,Jordan Battle,DB,CIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Markquese Bell DB - DAL,Markquese Bell,DB,DAL,Bye,FA,,,,,,,,,,,,,,,,,0.0
Vonn Bell DB - CAR,Vonn Bell,DB,CAR,@NYG,St Quintin Heidschnucken,5.0,2.0,,1.0,,1.0,,,,,,,,,,,0.0
Dane Belton DB - NYG,Dane Belton,DB,NYG,CAR,FA,5.0,,,,,,1.0,,,,,,,,,,0.0
Christian Benford DB - BUF,Christian Benford,DB,BUF,TEN,FA,3.0,,,1.0,,,,,,,,,,,,,0.0
Jarrick Bernard-Converse DB - NYJ PUP,Jarrick,Bernard,Converse,Bye,FA,,,,,,,,,,,,,,,,,0.0
Justin Bethel DB - MIA,Justin Bethel,DB,MIA,@BAL,FA,,,,,,,,,,,,,,,,,0.0
Henry Black DB - IND,Henry Black,DB,IND,@JAX,FA,,,,,,,,,,,,,,,,,0.0
Julian Blackmon DB - IND,Julian Blackmon,DB,IND,@JAX,FA,,1.0,,,,,,,,,,,,1.0,,,0.0
Josh Blackwell DB - CHI IR View News,Josh Blackwell,DB,CHI,@GB,FA,1.0,,,,,,,,,,,,,,,,0.0
DaRon Bland DB - DAL,DaRon Bland,DB,DAL,CIN,FA,,,,,,,,,,,,,,,,,0.0
Reed Blankenship DB - PHI,Reed Blankenship,DB,PHI,MIN,Alta Villa Cardinals,,,,,,,,,,,,,,,,,0.0
Joshuah Bledsoe DB - NE,Joshuah Bledsoe,DB,NE,@PIT,FA,,,,,,,,,,,,,,,,,0.0
Joey Blount DB - ARI,Joey Blount,DB,ARI,@SF,FA,,,,,,,,,,,,,,,,,0.0
Bubba Bolden DB,Bubba Bolden,DB,,NYJ,FA,,,,,,,,,,,,,,,,,0.0
Isaiah Bolden DB - NE IR,Isaiah Bolden,DB,NE,Bye,FA,,,,,,,,,,,,,,,,,0.0
Andrew Booth DB - MIN,Andrew Booth,DB,MIN,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Dicaprio Bootle DB - CAR,Dicaprio Bootle,DB,CAR,LAC,FA,,1.0,,,,,,,,,,,,,,,0.0
Breon Borders DB - NE,Breon Borders,DB,NE,@GB,FA,,,,,,,,,,,,,,,,,0.0
Kris Boyd DB - ARI,Kris Boyd,DB,ARI,@LV,FA,,,,,,,,,,,,,,,,,0.0
James Bradberry DB - PHI,James Bradberry,DB,PHI,MIN,FA,1.0,,,,,,,,,,,,,1.0,,,0.0
Brian Branch DB - DET Q View News,Brian Branch,DB,DET,Bye,FlyRamsFly,,,,,,,,,,,,,,,,,0.0
Christian Braswell DB - JAX,Christian Braswell,DB,JAX,Bye,FA,,,,,,,,,,,,,,,,,0.0
Brady Breeze DB,Brady Breeze,DB,,WAS,FA,,,,,,,,,,,,,,,,,0.0
Julius Brents DB - IND,Julius Brents,DB,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jaquan Brisker DB - CHI,Jaquan Brisker,DB,CHI,@GB,Magic Eulers,7.0,3.0,,,,,,,,,,,,,,,0.0
Mike Brown DB - TEN,Mike Brown,DB,TEN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Montaric Brown DB - JAX,Montaric Brown,DB,JAX,IND,FA,,,,,,,,,,,,,,,,,0.0
Sydney Brown DB - PHI O View News,Sydney Brown,DB,PHI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tony Brown DB - IND,Tony Brown,DB,IND,@JAX,FA,1.0,,,,,,,,,,,,,,,,0.0
Tre Brown DB - SEA Q,Tre Brown,DB,SEA,@SF,FA,,,,,,,,,,,,,,,,,0.0
Coby Bryant DB - SEA Q,Coby Bryant,DB,SEA,@SF,FA,4.0,1.0,,,,1.0,,,,,,,,,,,0.0
Terrell Burgess DB - WAS,Terrell Burgess,DB,WAS,CAR,FA,,,,,,,,,,,,,,,,,0.0
Deon Bush DB - KC,Deon Bush,DB,KC,LAC,FA,,,,,,,,,,,,,,,,,0.0
Percy Butler DB - WAS Q,Percy Butler,DB,WAS,@DET,FA,,,,,,,,,,,,,,,,,0.0
Kevin Byard DB - TEN,Kevin Byard,DB,TEN,@BUF,FlyRamsFly,6.0,1.0,,,,,,,,,,,,,,,0.0
Camryn Bynum DB - MIN,Camryn Bynum,DB,MIN,@PHI,Washington Fantasy Team,4.0,4.0,,,,,,,,,,,,,,,0.0
Bryce Callahan DB,Bryce Callahan,DB,,@KC,FA,,,,,,,,,,,,,,,,,0.0
Elijah Campbell DB - MIA,Elijah Campbell,DB,MIA,@BAL,FA,,,,,,,,,,,,,,,,,0.0
Tevaughn Campbell DB - JAX,Tevaughn Campbell,DB,JAX,IND,FA,,,,,,,,,,,,,,,,,0.0
Tyson Campbell DB - JAX,Tyson Campbell,DB,JAX,IND,Slay,3.0,,,,,,,,,,,,,,,,0.0
Tariq Carpenter DB - PIT,Tariq Carpenter,DB,PIT,CHI,FA,,,,,,,,,,,,,,,,,0.0
T.J. Carrie DB,T.J. Carrie,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Michael Carter II DB - NYJ,Michael Carter II,DB,NYJ,@CLE,FA,2.0,1.0,,,,,,,,,,,,,,,0.0
Shyheim Carter DB - TEN,Shyheim Carter,DB,TEN,@BUF,FA,,,,,,,,,,,,,,,,,0.0
Tariq Castro-Fields DB - WAS,Tariq,Castro,Fields,@DET,FA,,,,,,,,,,,,,,,,,0.0
Andre Chachere DB - ARI,Andre Chachere,DB,ARI,MIN,FA,,,,,,,,,,,,,,,,,0.0
Anthony Chesley DB,Anthony Chesley,DB,,@NO,FA,,,,,,,,,,,,,,,,,0.0
Jeremy Chinn DB - CAR,Jeremy Chinn,DB,CAR,@NYG,FA,3.0,2.0,,,,,,,,,,,,,,,0.0
Lewis Cine DB - MIN O View News,Lewis Cine,DB,MIN,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Andre Cisco DB - JAX,Andre Cisco,DB,JAX,IND,FA,4.0,2.0,,,1.0,,,,,,,,,1.0,,1.0,0.0
Kei'Trel Clark DB - ARI,Kei'Trel Clark,DB,ARI,Bye,FA,,,,,,,,,,,,,,,,,0.0
Chris Claybrooks DB - JAX EXE,Chris Claybrooks,DB,JAX,IND,FA,,,,,,,,,,,,,,,,,0.0
Adrian Colbert DB Q,Adrian Colbert DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Landon Collins DB,Landon Collins,DB,,CAR,FA,,,,,,,,,,,,,,,,,0.0
Bryan Cook DB - KC,Bryan Cook,DB,KC,LAC,FA,1.0,,,,,,,,,,,,,,,,0.0
Yusuf Corker DB,Yusuf Corker,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Bryce Cosby DB,Bryce Cosby,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tyler Coyle DB,Tyler Coyle,DB,,CIN,FA,,,,,,,,,,,,,,,,,0.0
Xavier Crawford DB,Xavier Crawford,DB,,@SF,FA,,,,,,,,,,,,,,,,,0.0
Nick Cross DB - IND,Nick Cross,DB,IND,@JAX,FA,3.0,2.0,,,,,,,,,,,,,,,0.0
Keion Crossen DB - MIA IR,Keion Crossen,DB,MIA,@BAL,FA,1.0,,,,,,,,,,,,,,,,0.0
Kamren Curl DB - WAS,Kamren Curl,DB,WAS,@DET,Koblenz 87ers,,,,,,,,,,,,,,,,,0.0
Marcel Dabo DB - IND,Marcel Dabo,DB,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Cameron Dantzler DB - NO,Cameron Dantzler,DB,NO,@DET,FA,4.0,,,1.0,,,,,,,,,,1.0,,,0.0
Ashtyn Davis DB - NYJ,Ashtyn Davis,DB,NYJ,@CLE,FA,,1.0,,,1.0,,,,,,,,,1.0,,14.0,0.0
Carlton Davis DB - TB Q View News,Carlton Davis,DB,TB,@NO,FA,8.0,1.0,,,,,1.0,,,,,,,1.0,,,0.0
Cody Davis DB - NE PUP,Cody Davis,DB,NE,@PIT,FA,,,,,,,,,,,,,,,,,0.0
Jalen Davis DB - CIN,Jalen Davis,DB,CIN,@DAL,FA,,,,,,,,,,,,,,,,,0.0
Michael Davis DB - LAC,Michael Davis,DB,LAC,@KC,FA,,,,,,,,,,,,,,,,,0.0
Tyon Davis DB,Tyon Davis,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Duke Dawson DB Q,Duke Dawson DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jamel Dean DB - TB O View News,Jamel Dean,DB,TB,@NO,FA,3.0,3.0,,,2.0,,,,,,,,,2.0,,24.0,0.0
Dee Delaney DB - TB,Dee Delaney,DB,TB,@NO,FA,1.0,,,,,,,,,,,,,,,,0.0
Grant Delpit DB - CLE,Grant Delpit,DB,CLE,NYJ,Wbn Beasts,7.0,1.0,,,,,,,,,,,,,,,0.0
Trevor Denbow DB - IND,Trevor Denbow,DB,IND,Bye,FA,,,,,,,,,,,,,,,,,0.0
Trevon Diggs DB - DAL IR,Trevon Diggs,DB,DAL,CIN,FA,5.0,,,,,,,,,,,,,1.0,,,0.0
Myles Dorn DB Q,Myles Dorn DB,Q,,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Khalil Dorsey DB - DET IR,Khalil Dorsey,DB,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Rasul Douglas DB - GB,Rasul Douglas,DB,GB,CHI,dirty birds,2.0,1.0,,1.0,,,,,,,,,,,,,0.0
Kyle Dugger DB - NE,Kyle Dugger,DB,NE,@PIT,Magic Eulers,1.0,,,,,,,,,,,,,,,,0.0
Isaiah Dunn DB,Isaiah Dunn,DB,,@SF,FA,,,,,,,,,,,,,,,,,0.0
Cobie Durant DB - LA,Cobie Durant,DB,LA,ATL,FA,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,51.0,0.0
Brandin Echols DB - NYJ,Brandin Echols,DB,NYJ,@CLE,FA,,,,,,,,,,,,,,1.0,,,0.0
Terrell Edmunds DB - PHI,Terrell Edmunds,DB,PHI,MIN,FA,3.0,1.0,,,,,,,,,,,,1.0,,,0.0
Mike Edwards DB - KC,Mike Edwards,DB,KC,LAC,FA,,3.0,,,1.0,,,1.0,,,,,,1.0,,68.0,0.0
Kaiir Elam DB - BUF,Kaiir Elam,DB,BUF,TEN,FA,3.0,1.0,,,,,,,,,,,,1.0,,,0.0
DeShon Elliott DB - MIA Q View News,DeShon Elliott,DB,MIA,@BAL,Wbn Beasts,5.0,1.0,,,,,,,,,,,,,2.0,,0.0
Tino Ellis DB Q,Tino Ellis DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Martin Emerson DB - CLE,Martin Emerson,DB,CLE,NYJ,FA,4.0,,,,,,,,,,,,,1.0,,,0.0
Marcus Epps DB - LV,Marcus Epps,DB,LV,ARI,Bad Wildcats Hunschat,2.0,4.0,,,,,,,,,,,,,,,0.0
Akayleb Evans DB - MIN,Akayleb Evans,DB,MIN,@PHI,FA,2.0,,,,,,,,,,,,,,,,0.0
Justin Evans DB - PHI Q View News,Justin Evans,DB,PHI,MIN,FA,2.0,5.0,,,,,,,,,,,,,,,0.0
Brandon Facyson DB - LV IR,Brandon Facyson,DB,LV,ARI,FA,4.0,,,,,,,,,,,,,1.0,,,0.0
Caleb Farley DB - TEN PUP,Caleb Farley,DB,TEN,@BUF,FA,3.0,1.0,,,,,,,,,,,,,,,0.0
Rashad Fenton DB - ARI IR,Rashad Fenton,DB,ARI,@LV,FA,5.0,1.0,,,,,,,,,,,,,,,0.0
DaMarcus Fields DB,DaMarcus Fields,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Minkah Fitzpatrick DB - PIT,Minkah Fitzpatrick,DB,PIT,NE,Washington Fantasy Team,2.0,4.0,,,1.0,,,,,,,,,1.0,,13.0,0.0
Cordale Flott DB - NYG,Cordale Flott,DB,NYG,CAR,FA,1.0,,,,,,,,,,,,,,,,0.0
Dallis Flowers DB - IND,Dallis Flowers,DB,IND,@JAX,FA,,,,,,,,,,,,,,,,,0.0
Emmanuel Forbes DB - WAS,Emmanuel Forbes,DB,WAS,Bye,FA,,,,,,,,,,,,,,,,,0.0
Rudy Ford DB - GB,Rudy Ford,DB,GB,CHI,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Tyrell Ford DB,Tyrell Ford,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Darrick Forrest DB - WAS,Darrick Forrest,DB,WAS,@DET,Boppard Raiders,8.0,2.0,,,,,,,,,,,,,,,0.0
Jacobi Francis DB - HOU,Jacobi Francis,DB,HOU,Bye,FA,,,,,,,,,,,,,,,,,0.0
Benjie Franklin DB,Benjie Franklin,DB,,CHI,FA,,,,,,,,,,,,,,,,,0.0
Sam Franklin Jr. DB - CAR,Sam Franklin Jr.,DB,CAR,@NYG,FA,,,,,,,,,,,,,,,,,0.0
Jordan Fuller DB - LA,Jordan Fuller,DB,LA,ATL,Washington Fantasy Team,6.0,2.0,,,,,,,,,,,,,,,0.0
Kendall Fuller DB - WAS,Kendall Fuller,DB,WAS,@DET,FA,3.0,1.0,,,,,,,,,,,,3.0,,,0.0
Kristian Fulton DB - TEN,Kristian Fulton,DB,TEN,@BUF,FA,,,,,,,,,,,,,,,,,0.0
Innis Gaines DB - GB,Innis Gaines,DB,GB,CHI,W (Oct 4),,,,,,,,,,,,,,,,,0.0
Don Gardner DB Q,Don Gardner DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Sauce Gardner DB - NYJ,Sauce Gardner,DB,NYJ,@CLE,GLADIATORS of NORSCHT,5.0,1.0,,,,,,,,,,,,1.0,,,0.0
C.J. Gardner-Johnson DB - DET,C.J.,Gardner,Johnson,WAS,W (Oct 4),4.0,1.0,,,,,,,,,,,,,,,0.0
Allan George DB - CIN,Allan George,DB,CIN,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jake Gervase DB,Jake Gervase,DB,,ATL,FA,,,,,,,,,,,,,,,,,0.0
Zyon Gilbert DB Q,Zyon Gilbert DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Tyree Gillespie DB Q,Tyree Gillespie DB,Q,,@DEN,FA,,,,,,,,,,,,,,,,,0.0
Alohi Gilman DB - LAC Q View News,Alohi Gilman,DB,LAC,@KC,Washington Fantasy Team,1.0,,,,,,,,,,,,,,,,0.0
Stephon Gilmore DB - DAL,Stephon Gilmore,DB,DAL,CIN,FA,5.0,,,,,,,,,,,,,1.0,,,0.0
Tashaun Gipson DB - SF,Tashaun Gipson,DB,SF,Bye,FA,,,,,,,,,,,,,,,,,0.0
Christian Gonzalez DB - NE,Christian Gonzalez,DB,NE,Bye,Bad Wildcats Hunschat,,,,,,,,,,,,,,,,,0.0
Mario Goodrich DB - PHI,Mario Goodrich,DB,PHI,MIN,FA,,,,,,,,,,,,,,,,,0.0
C.J. Goodwin DB - DAL,C.J. Goodwin,DB,DAL,CIN,FA,,,,,,,,,,,,,,,,,0.0
Kyler Gordon DB - CHI IR,Kyler Gordon,DB,CHI,@GB,FA,3.0,3.0,,,,,,,,,,,,1.0,,,0.0
Tay Gowan DB Q,Tay Gowan DB,Q,,@PHI,FA,,,,,,,,,,,,,,,,,0.0
Richie Grant DB - ATL,Richie Grant,DB,ATL,@LA,dirty birds,3.0,3.0,,,,,,,,,,,,,,,0.0
J.T. Gray DB - NO,J.T. Gray,DB,NO,TB,FA,,,,,,,,,,,,,,,,,0.0
Vincent Gray DB,Vincent Gray,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
A.J. Green DB - CLE,A.J. Green,DB,CLE,NYJ,FA,1.0,,,,,,,,,,,,,,,,0.0
Shaquill Griffin DB - HOU,Shaquill Griffin,DB,HOU,IND,FA,,,,,,,,,,,,,,,,,0.0
Javelin Guidry DB - NYJ IR,Javelin Guidry,DB,NYJ,@LA,FA,,,,,,,,,,,,,,,,,0.0
Nate Hairston DB,Nate Hairston,DB,,@LV,FA,,,,,,,,,,,,,,,,,0.0
Bryce Hall DB - NYJ,Bryce Hall,DB,NYJ,@CLE,FA,,,,,,,,,,,,,,,,,0.0
Darren Hall DB - IND,Darren Hall,DB,IND,@LA,FA,4.0,1.0,,,,1.0,1.0,,,,,,,,,,0.0
Kemon Hall DB Q,Kemon Hall DB,Q,,@KC,FA,,,,,,,,,,,,,,,,,0.0
Tyler Hall DB - LV,Tyler Hall,DB,LV,ARI,FA,,,,,,,,,,,,,,,,,0.0
Antonio Hamilton DB - ARI,Antonio Hamilton,DB,ARI,@LV,FA,,,,,,,,,,,,,,,,,0.0
Kyle Hamilton DB - BAL Q View News,Kyle Hamilton,DB,BAL,MIA,Koblenz 87ers,1.0,3.0,,,,,,,,,,,,1.0,,,0.0
Damar Hamlin DB - BUF,Damar Hamlin,DB,BUF,TEN,dirty birds,1.0,,,,,,,,,,,,,,,,0.0
Matt Hankins DB - LAC,Matt Hankins,DB,LAC,Bye,FA,,,,,,,,,,,,,,,,,0.0
Justin Hardee DB - NYJ,Justin Hardee,DB,NYJ,@CLE,FA,1.0,,,,,,,,,,,,,,,,0.0
Madre Harper DB,Madre Harper,DB,,NE,FA,,,,,,,,,,,,,,,,,0.0
Chris Harris DB,Chris Harris,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Davontae Harris DB,Davontae Harris,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Will Harris DB - DET,Will Harris,DB,DET,WAS,W (Oct 4),5.0,3.0,,1.0,1.0,,,,,,,,,1.0,,,0.0
Myles Hartsfield DB,Myles Hartsfield,DB,,SEA,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Brad Hawkins DB,Brad Hawkins,DB,,Bye,FA,,,,,,,,,,,,,,,,,0.0
Jaylinn Hawkins DB - ATL,Jaylinn Hawkins,DB,ATL,@LA,FA,1.0,1.0,,,,,,,,,,,,,,,0.0
Tayler Hawkins DB Q,Tayler Hawkins DB,Q,,Bye,FA,,,,,,,,,,,,,,,,,0.0
