Player,Name,Position,Team,Opp,Manager,Passing_Comp,Passing_Yds,Passing_TD,Passing_Int,Rushing_Yds,Rushing_TD,Receiving_Rec,Receiving_Yds,Receiving_TD,Return_Yds,Return_TD,Misc_FumTD,Misc_2PT,Fumble_Lost,Fumble_Fum,Fantasy_Points
Davante Adams WR - LV,Davante Adams,WR,LV,KC,GLADIATORS of NORSCHT,,,,,,,5.0,73.0,,,,,,,,0.0
Jordan Addison WR - MIN,Jordan Addison,WR,MIN,Bye,Slay,,,,,,,,,,,,,,,,0.0
Nelson Agholor WR - BAL View News,Nelson Agholor,WR,BAL,@CIN,FA,,,,,,,,,,,,,,,,0.0
Jamal Agnew WR - JAX Q,Jamal Agnew,WR,JAX,TEN,FA,,,,,,,1.0,8.0,,158.0,,,,,,0.0
Brandon Aiyuk WR - SF View News,Brandon Aiyuk,WR,SF,ARI,St Quintin Heidschnucken,,,,,,,4.0,59.0,,,,,,,,0.0
Maurice Alexander WR - DET,Maurice Alexander,WR,DET,Bye,W (Oct 4),,,,,,,,,,,,,,,,0.0
Josh Ali WR - ATL O View News,Josh Ali,WR,ATL,Bye,FA,,,,,,,,,,,,,,,,0.0
Devon Allen WR - PHI,Devon Allen,WR,PHI,NYG,FA,,,,,,,,,,,,,,,,0.0
Kazmeir Allen WR - WAS,Kazmeir Allen,WR,WAS,Bye,FA,,,,,,,,,,,,,,,,0.0
Keenan Allen WR - LAC,Keenan Allen,WR,LAC,@DEN,FlyRamsFly,,,,,,,8.0,102.0,2.0,,,,,,,0.0
Daniel Arias WR - KC,Daniel Arias,WR,KC,Bye,FA,,,,,,,,,,,,,,,,0.0
Marcell Ateman WR - BUF,Marcell Ateman,WR,BUF,Bye,FA,,,,,,,,,,,,,,,,0.0
Tutu Atwell WR - LA,Tutu Atwell,WR,LA,@SEA,Magic Eulers,,,,,11.0,1.0,2.0,27.0,,,,,,,,0.0
Calvin Austin III WR - PIT,Calvin Austin III,WR,PIT,CLE,FA,,,,,,,,,,,,,,,,0.0
Kevin Austin Jr. WR,Kevin Austin Jr.,WR,,Bye,FA,,,,,,,,,,,,,,,,0.0
Andre Baccellia WR - ARI,Andre Baccellia,WR,ARI,@SF,FA,,,,,,,1.0,6.0,,,,,,,,0.0
Alex Bachman WR Q,Alex Bachman WR,Q,,@IND,FA,,,,,,,,,,,,,,,,0.0
Kawaan Baker WR,Kawaan Baker,WR,,CAR,FA,,,,,,,,,,,,,,,,0.0
Daylen Baldwin WR Q,Daylen Baldwin WR,Q,,Bye,FA,,,,,,,,,,,,,,,,0.0
Taye Barber WR,Taye Barber,WR,,Bye,FA,,,,,,,,,,,,,,,,0.0
Jose Barbon WR,Jose Barbon,WR,,Bye,FA,,,,,,,,,,,,,,,,0.0
Rashod Bateman WR - BAL O View News,Rashod Bateman,WR,BAL,@CIN,FA,,,,,,,,,,,,,,,,0.0
Cole Beasley WR - NYG O,Cole Beasley,WR,NYG,NE,FA,,,,,,,,,,,,,,,,0.0
Odell Beckham Jr. WR - BAL O View News,Odell Beckham Jr.,WR,BAL,@CIN,FA,,,,,,,,,,,,,,,,0.0
